,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
1709,2020-05-23,23,5,2020,240,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-23,8414.0,240.0,12.0,0.0,4944.807,141.045,7.052,0.0,276552.0,7373.0,162.526,4.333,6623.0,3.892,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1710,2020-05-22,22,5,2020,286,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-22,8174.0,286.0,12.0,0.0,4803.762,168.079,7.052,0.0,269179.0,,158.193,,6662.0,3.915,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1711,2020-05-21,21,5,2020,356,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-21,7888.0,356.0,12.0,0.0,4635.683,209.217,7.052,0.0,,,,,7326.0,4.305,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1712,2020-05-20,20,5,2020,348,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-20,7532.0,348.0,12.0,0.0,4426.466,204.515,7.052,0.0,255633.0,7428.0,150.232,4.365,7152.0,4.203,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1713,2020-05-19,19,5,2020,228,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-19,7184.0,228.0,12.0,0.0,4221.951,133.993,7.052,0.0,248205.0,5174.0,145.867,3.041,7187.0,4.224,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1714,2020-05-18,18,5,2020,209,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-18,6956.0,209.0,12.0,0.0,4087.958,122.827,7.052,0.0,243031.0,6203.0,142.826,3.645,7464.0,4.387,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1715,2020-05-17,17,5,2020,164,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-17,6747.0,164.0,12.0,0.0,3965.131,96.381,7.052,0.0,236828.0,6640.0,139.181,3.902,7543.0,4.433,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1716,2020-05-16,16,5,2020,385,2,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-16,6583.0,385.0,12.0,2.0,3868.75,226.26,7.052,1.175,230188.0,7646.0,135.279,4.493,7405.0,4.352,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1717,2020-05-15,15,5,2020,382,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-15,6198.0,382.0,10.0,0.0,3642.491,224.497,5.877,0.0,222542.0,11415.0,130.785,6.708,7198.0,4.23,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1718,2020-05-14,14,5,2020,285,1,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-14,5816.0,285.0,10.0,1.0,3417.994,167.491,5.877,0.588,211127.0,5557.0,124.077,3.266,6393.0,3.757,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1719,2020-05-13,13,5,2020,295,1,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-13,5531.0,295.0,9.0,1.0,3250.503,173.368,5.289,0.588,205570.0,7672.0,120.811,4.509,6461.0,3.797,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1720,2020-12-05,12,5,2020,295,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,2020-11-05,11,5,2020,167,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,2020-10-05,10,5,2020,330,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,2020-09-05,9,5,2020,245,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,2020-08-05,8,5,2020,265,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2020-07-05,7,5,2020,214,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-07-05,28857.0,447.0,97.0,2.0,16958.914,262.697,57.006,1.175,602151.0,18081.0,353.877,10.626,10416.0,6.121,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1726,2020-06-05,6,5,2020,187,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-06-05,13296.0,481.0,21.0,1.0,7813.9,282.678,12.341,0.588,354122.0,8785.0,208.113,5.163,7135.0,4.193,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1727,2020-05-05,5,5,2020,150,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-05,3533.0,150.0,8.0,0.0,2076.302,88.153,4.702,0.0,155501.0,5915.0,91.386,3.476,4828.0,2.837,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1728,2020-04-05,4,5,2020,99,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-05,688.0,45.0,4.0,0.0,404.329,26.446,2.351,0.0,44386.0,5130.0,26.085,3.015,1784.0,1.048,units unclear,78.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1729,2020-03-05,3,5,2020,114,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-05,52.0,3.0,0.0,0.0,30.56,1.763,0.0,0.0,5334.0,,3.135,,,,units unclear,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1730,2020-02-05,2,5,2020,130,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,11.11,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1731,2020-01-05,1,5,2020,119,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1732,2020-04-30,30,4,2020,110,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-30,2921.0,110.0,8.0,0.0,1716.637,64.646,4.702,0.0,129694.0,2789.0,76.22,1.639,4238.0,2.491,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1733,2020-04-29,29,4,2020,88,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-29,2811.0,88.0,8.0,0.0,1651.991,51.717,4.702,0.0,126905.0,5199.0,74.581,3.055,4158.0,2.444,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1734,2020-04-28,28,4,2020,76,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-28,2723.0,76.0,8.0,0.0,1600.275,44.664,4.702,0.0,121706.0,3909.0,71.525,2.297,3904.0,2.294,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1735,2020-04-27,27,4,2020,58,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-27,2647.0,58.0,8.0,0.0,1555.61,34.086,4.702,0.0,117797.0,3687.0,69.228,2.167,3927.0,2.308,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1736,2020-04-26,26,4,2020,71,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-26,2589.0,71.0,8.0,0.0,1521.524,41.726,4.702,0.0,114110.0,3703.0,67.061,2.176,3911.0,2.298,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1737,2020-04-25,25,4,2020,301,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-25,2518.0,301.0,8.0,0.0,1479.799,176.894,4.702,0.0,110407.0,5042.0,64.885,2.963,3977.0,2.337,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1738,2020-04-24,24,4,2020,210,1,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-24,2217.0,210.0,8.0,1.0,1302.904,123.414,4.702,0.588,105365.0,5334.0,61.922,3.135,3679.0,2.162,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1739,2020-04-23,23,4,2020,34,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-23,2007.0,34.0,7.0,0.0,1179.49,19.981,4.114,0.0,100031.0,2235.0,58.787,1.313,3298.0,1.938,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1740,2020-04-22,22,4,2020,66,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-22,1973.0,66.0,7.0,0.0,1159.509,38.787,4.114,0.0,97796.0,3416.0,57.474,2.008,3503.0,2.059,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1741,2020-04-21,21,4,2020,34,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-21,1907.0,34.0,7.0,0.0,1120.721,19.981,4.114,0.0,94380.0,4073.0,55.466,2.394,3367.0,1.979,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1742,2020-04-20,20,4,2020,100,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-20,1873.0,100.0,7.0,0.0,1100.74,58.769,4.114,0.0,90307.0,3575.0,53.072,2.101,3283.0,1.929,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1743,2020-04-19,19,4,2020,29,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-19,1773.0,29.0,7.0,0.0,1041.971,17.043,4.114,0.0,86732.0,4164.0,50.971,2.447,3251.0,1.911,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1744,2020-04-18,18,4,2020,44,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-18,1744.0,44.0,7.0,0.0,1024.928,25.858,4.114,0.0,82568.0,2956.0,48.524,1.737,3123.0,1.835,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1745,2020-04-17,17,4,2020,27,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-17,1700.0,27.0,7.0,0.0,999.07,15.868,4.114,0.0,79612.0,2668.0,46.787,1.568,3133.0,1.841,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1746,2020-04-16,16,4,2020,145,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-16,1673.0,145.0,7.0,0.0,983.202,85.215,4.114,0.0,76944.0,3672.0,45.219,2.158,3121.0,1.834,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1747,2020-04-15,15,4,2020,167,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-15,1528.0,167.0,7.0,0.0,897.987,98.144,4.114,0.0,73272.0,2459.0,43.061,1.445,2924.0,1.718,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1748,2020-04-14,14,4,2020,225,1,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-14,1361.0,225.0,7.0,1.0,799.843,132.23,4.114,0.588,70813.0,3486.0,41.616,2.049,2955.0,1.737,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1749,2020-04-13,13,4,2020,96,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-13,1136.0,96.0,6.0,0.0,667.614,56.418,3.526,0.0,67327.0,3354.0,39.567,1.971,2806.0,1.649,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1750,2020-12-04,12,4,2020,42,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,2020-11-04,11,4,2020,111,1,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,2020-10-04,10,4,2020,64,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,2020-09-04,9,4,2020,12,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,2020-08-04,8,4,2020,55,1,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,2020-07-04,7,4,2020,56,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-07-04,28410.0,573.0,95.0,1.0,16696.218,336.745,55.83,0.588,584070.0,9965.0,343.251,5.856,8996.0,5.287,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1756,2020-06-04,6,4,2020,12,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-06-04,12815.0,504.0,20.0,1.0,7531.222,296.195,11.754,0.588,345337.0,7564.0,202.95,4.445,6781.0,3.985,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1757,2020-05-04,5,4,2020,45,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-04,3383.0,99.0,8.0,0.0,1988.149,58.181,4.702,0.0,149586.0,5431.0,87.91,3.192,4541.0,2.669,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1758,2020-04-04,4,4,2020,0,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-04,643.0,0.0,4.0,0.0,377.883,0.0,2.351,0.0,39256.0,1260.0,23.07,0.74,1164.0,0.684,units unclear,78.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1759,2020-03-04,3,4,2020,74,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-04,49.0,2.0,0.0,0.0,28.797,1.175,0.0,0.0,,,,,,,,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1760,2020-02-04,2,4,2020,2,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,11.11,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1761,2020-01-04,1,4,2020,52,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1762,2020-03-31,31,3,2020,15,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-31,515.0,15.0,4.0,0.0,302.659,8.815,2.351,0.0,,,,,1046.0,0.615,units unclear,78.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1763,2020-03-30,30,3,2020,27,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-30,500.0,27.0,4.0,0.0,293.844,15.868,2.351,0.0,32596.0,701.0,19.156,0.412,1061.0,0.624,units unclear,78.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1764,2020-03-29,29,3,2020,7,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-29,473.0,7.0,4.0,0.0,277.976,4.114,2.351,0.0,31895.0,,18.744,,1250.0,0.735,units unclear,78.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1765,2020-03-28,28,3,2020,8,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-28,466.0,8.0,4.0,0.0,273.863,4.702,2.351,0.0,,,,,1427.0,0.839,units unclear,78.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1766,2020-03-27,27,3,2020,39,1,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-27,458.0,39.0,4.0,1.0,269.161,22.92,2.351,0.588,,,,,1603.0,0.942,units unclear,73.15,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1767,2020-03-26,26,3,2020,29,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-26,419.0,29.0,3.0,0.0,246.241,17.043,1.763,0.0,29533.0,,17.356,,1755.0,1.031,units unclear,73.15,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1768,2020-03-25,25,3,2020,51,1,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-25,390.0,51.0,3.0,1.0,229.198,29.972,1.763,0.588,,,,,1811.0,1.064,units unclear,69.44,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1769,2020-03-24,24,3,2020,5,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-24,339.0,5.0,2.0,0.0,199.226,2.938,1.175,0.0,,,,,1867.0,1.097,units unclear,69.44,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1770,2020-03-23,23,3,2020,28,1,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-23,334.0,28.0,2.0,1.0,196.288,16.455,1.175,0.588,25169.0,,14.792,,1863.0,1.095,units unclear,69.44,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1771,2020-03-22,22,3,2020,21,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-22,306.0,21.0,1.0,0.0,179.833,12.341,0.588,0.0,,,,,1684.0,0.99,units unclear,69.44,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1772,2020-03-21,21,3,2020,16,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-21,285.0,16.0,1.0,0.0,167.491,9.403,0.588,0.0,,,,,1505.0,0.884,units unclear,66.67,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1773,2020-03-20,20,3,2020,13,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-20,269.0,13.0,1.0,0.0,158.088,7.64,0.588,0.0,19098.0,,11.224,,1326.0,0.779,units unclear,66.67,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1774,2020-03-19,19,3,2020,19,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-19,256.0,19.0,1.0,0.0,150.448,11.166,0.588,0.0,,,,,1173.0,0.689,units unclear,66.67,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1775,2020-03-18,18,3,2020,16,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-18,237.0,16.0,1.0,0.0,139.282,9.403,0.588,0.0,,,,,942.0,0.554,units unclear,66.67,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1776,2020-03-17,17,3,2020,7,1,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-17,221.0,7.0,1.0,1.0,129.879,4.114,0.588,0.588,13553.0,1422.0,7.965,0.836,743.0,0.437,units unclear,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1777,2020-03-16,16,3,2020,3,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-16,214.0,3.0,0.0,0.0,125.765,1.763,0.0,0.0,12131.0,,7.129,,614.0,0.361,units unclear,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1778,2020-03-15,15,3,2020,1,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-15,211.0,1.0,0.0,0.0,124.002,0.588,0.0,0.0,,,,,605.0,0.356,units unclear,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1779,2020-03-14,14,3,2020,48,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-14,210.0,48.0,0.0,0.0,123.414,28.209,0.0,0.0,,,,,595.0,0.35,units unclear,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1780,2020-03-13,13,3,2020,0,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-03-13,162.0,0.0,0.0,0.0,95.205,0.0,0.0,0.0,,,,,562.0,0.33,units unclear,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1781,2020-12-03,12,3,2020,52,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,2020-11-03,11,3,2020,1,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,2020-10-03,10,3,2020,30,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,2020-09-03,9,3,2020,16,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,2020-08-03,8,3,2020,7,0,Bahrain,BH,BHR,1569439,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,2020-07-03,7,3,2020,4,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-07-03,27837.0,423.0,94.0,2.0,16359.472,248.592,55.243,1.175,574105.0,9740.0,337.395,5.724,8950.0,5.26,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1787,2020-06-03,6,3,2020,0,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-06-03,12311.0,507.0,19.0,0.0,7235.028,297.958,11.166,0.0,337773.0,7040.0,198.505,4.137,6664.0,3.916,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1788,2020-05-03,5,3,2020,3,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-05-03,3284.0,114.0,8.0,0.0,1929.968,66.996,4.702,0.0,144155.0,5877.0,84.718,3.454,4292.0,2.522,units unclear,75.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1789,2020-04-03,4,3,2020,2,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-04-03,643.0,74.0,4.0,0.0,377.883,43.489,2.351,0.0,37996.0,,22.33,,1097.0,0.645,units unclear,78.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1790,2020-02-03,2,3,2020,6,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,11.11,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1791,2020-01-03,1,3,2020,3,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1792,2020-02-29,29,2,2020,5,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-02-29,38.0,5.0,0.0,0.0,22.332,2.938,0.0,0.0,,,,,,,,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
1793,2020-02-28,28,2,2020,0,0,Bahrain,BH,BHR,1569439,Asia,BHR,Asia,Bahrain,2020-02-28,33.0,0.0,0.0,0.0,19.394,0.0,0.0,0.0,,,,,,,,30.56,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29
