,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
0,2020-06-14,14,6,2020,556,5,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-06-14,24102.0,556.0,451.0,5.0,619.138,14.283,11.585,0.128,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
1,2020-06-13,13,6,2020,656,20,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-06-13,23546.0,656.0,446.0,20.0,604.855,16.851,11.457,0.514,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
2,2020-12-06,12,6,2020,747,21,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2020-11-06,11,6,2020,684,21,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2020-10-06,10,6,2020,542,15,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2020-09-06,9,6,2020,575,12,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2020-08-06,8,6,2020,791,30,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2020-07-06,7,6,2020,582,18,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-07-06,32951.0,279.0,864.0,38.0,846.453,7.167,22.195,0.976,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
8,2020-06-06,6,6,2020,915,9,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-06-06,18969.0,915.0,309.0,9.0,487.28,23.505,7.938,0.231,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
9,2020-05-06,5,6,2020,787,6,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-06,3224.0,330.0,95.0,5.0,82.819,8.477,2.44,0.128,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
10,2020-04-06,4,6,2020,758,24,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-06,299.0,29.0,7.0,2.0,7.681,0.745,0.18,0.051,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
11,2020-03-06,3,6,2020,759,5,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2020-02-06,2,6,2020,545,8,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
13,2020-01-06,1,6,2020,680,8,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
14,2020-05-31,31,5,2020,866,3,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-31,14525.0,866.0,249.0,3.0,373.121,22.246,6.396,0.077,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
15,2020-05-30,30,5,2020,623,11,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-30,13659.0,623.0,246.0,11.0,350.875,16.004,6.319,0.283,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
16,2020-05-29,29,5,2020,580,8,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-29,13036.0,580.0,235.0,8.0,334.872,14.899,6.037,0.206,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
17,2020-05-28,28,5,2020,625,7,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-28,12456.0,625.0,227.0,7.0,319.973,16.055,5.831,0.18,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
18,2020-05-27,27,5,2020,658,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-27,11831.0,658.0,220.0,1.0,303.917,16.903,5.651,0.026,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
19,2020-05-26,26,5,2020,591,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-26,11173.0,591.0,219.0,1.0,287.015,15.182,5.626,0.026,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
20,2020-05-25,25,5,2020,584,2,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-25,10582.0,584.0,218.0,2.0,271.833,15.002,5.6,0.051,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
21,2020-05-24,24,5,2020,782,11,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-24,9998.0,782.0,216.0,11.0,256.831,20.088,5.549,0.283,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
22,2020-05-23,23,5,2020,540,12,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-23,9216.0,540.0,205.0,12.0,236.743,13.872,5.266,0.308,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
23,2020-05-22,22,5,2020,531,6,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-22,8676.0,531.0,193.0,6.0,222.871,13.64,4.958,0.154,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
24,2020-05-21,21,5,2020,492,9,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-21,8145.0,492.0,187.0,9.0,209.231,12.639,4.804,0.231,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
25,2020-05-20,20,5,2020,581,5,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-20,7653.0,581.0,178.0,5.0,196.592,14.925,4.573,0.128,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
26,2020-05-19,19,5,2020,408,4,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-19,7072.0,408.0,173.0,4.0,181.667,10.481,4.444,0.103,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
27,2020-05-18,18,5,2020,262,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-18,6664.0,262.0,169.0,1.0,171.186,6.73,4.341,0.026,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
28,2020-05-17,17,5,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-17,6402.0,0.0,168.0,0.0,164.456,0.0,4.316,0.0,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
29,2020-05-16,16,5,2020,1063,32,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-16,6402.0,1063.0,168.0,32.0,164.456,27.307,4.316,0.822,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
30,2020-05-15,15,5,2020,113,6,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-15,5339.0,113.0,136.0,6.0,137.149,2.903,3.494,0.154,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
31,2020-05-14,14,5,2020,259,3,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-14,5226.0,259.0,130.0,3.0,134.247,6.653,3.339,0.077,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
32,2020-05-13,13,5,2020,280,5,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-13,4967.0,280.0,127.0,5.0,127.593,7.193,3.262,0.128,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
33,2020-12-05,12,5,2020,285,2,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2020-11-05,11,5,2020,369,5,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2020-10-05,10,5,2020,255,6,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2020-09-05,9,5,2020,215,3,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2020-08-05,8,5,2020,171,2,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2020-07-05,7,5,2020,168,9,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-07-05,32672.0,348.0,826.0,7.0,839.286,8.94,21.218,0.18,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
39,2020-06-05,6,5,2020,330,5,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-06-05,18054.0,787.0,300.0,6.0,463.775,20.217,7.706,0.154,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
40,2020-05-05,5,5,2020,190,5,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-05,2894.0,190.0,90.0,5.0,74.342,4.881,2.312,0.128,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
41,2020-04-05,4,5,2020,235,13,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-05,270.0,35.0,5.0,1.0,6.936,0.899,0.128,0.026,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
42,2020-03-05,3,5,2020,134,4,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2020-02-05,2,5,2020,164,4,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
44,2020-01-05,1,5,2020,222,4,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
45,2020-04-30,30,4,2020,122,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-30,1949.0,122.0,60.0,0.0,50.066,3.134,1.541,0.0,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
46,2020-04-29,29,4,2020,124,3,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-29,1827.0,124.0,60.0,3.0,46.932,3.185,1.541,0.077,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
47,2020-04-28,28,4,2020,172,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-28,1703.0,172.0,57.0,0.0,43.747,4.418,1.464,0.0,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
48,2020-04-27,27,4,2020,68,10,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-27,1531.0,68.0,57.0,10.0,39.329,1.747,1.464,0.257,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
49,2020-04-26,26,4,2020,112,4,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-26,1463.0,112.0,47.0,4.0,37.582,2.877,1.207,0.103,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
50,2020-04-25,25,4,2020,70,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-25,1351.0,70.0,43.0,1.0,34.705,1.798,1.105,0.026,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
51,2020-04-24,24,4,2020,105,2,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-24,1281.0,105.0,42.0,2.0,32.907,2.697,1.079,0.051,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
52,2020-04-23,23,4,2020,84,4,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-23,1176.0,84.0,40.0,4.0,30.209,2.158,1.028,0.103,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
53,2020-04-22,22,4,2020,61,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-22,1092.0,61.0,36.0,1.0,28.052,1.567,0.925,0.026,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
54,2020-04-21,21,4,2020,35,2,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-21,1031.0,35.0,35.0,2.0,26.485,0.899,0.899,0.051,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
55,2020-04-20,20,4,2020,88,3,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-20,996.0,88.0,33.0,3.0,25.585,2.261,0.848,0.077,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
56,2020-04-19,19,4,2020,63,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-19,908.0,63.0,30.0,0.0,23.325,1.618,0.771,0.0,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
57,2020-04-18,18,4,2020,51,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-18,845.0,51.0,30.0,1.0,21.707,1.31,0.771,0.026,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
58,2020-04-17,17,4,2020,10,4,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-17,794.0,10.0,29.0,4.0,20.396,0.257,0.745,0.103,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
59,2020-04-16,16,4,2020,70,2,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-16,784.0,70.0,25.0,2.0,20.14,1.798,0.642,0.051,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
60,2020-04-15,15,4,2020,49,2,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-15,714.0,49.0,23.0,2.0,18.341,1.259,0.591,0.051,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
61,2020-04-14,14,4,2020,58,3,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-14,665.0,58.0,21.0,3.0,17.083,1.49,0.539,0.077,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
62,2020-04-13,13,4,2020,52,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-13,607.0,52.0,18.0,0.0,15.593,1.336,0.462,0.0,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
63,2020-12-04,12,4,2020,34,3,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2020-11-04,11,4,2020,37,0,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2020-10-04,10,4,2020,61,1,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2020-09-04,9,4,2020,56,3,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2020-08-04,8,4,2020,30,4,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2020-07-04,7,4,2020,38,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-07-04,32324.0,302.0,819.0,12.0,830.346,7.758,21.039,0.308,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
69,2020-06-04,6,4,2020,29,2,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-06-04,17267.0,758.0,294.0,24.0,443.559,19.472,7.552,0.617,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
70,2020-05-04,5,4,2020,35,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-05-04,2704.0,235.0,85.0,13.0,69.461,6.037,2.183,0.334,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
71,2020-04-04,4,4,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-04-04,235.0,0.0,4.0,0.0,6.037,0.0,0.103,0.0,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
72,2020-03-04,3,4,2020,43,0,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2020-02-04,2,4,2020,26,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
74,2020-01-04,1,4,2020,25,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
75,2020-03-31,31,3,2020,27,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-31,141.0,27.0,4.0,0.0,3.622,0.694,0.103,0.0,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
76,2020-03-30,30,3,2020,8,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-30,114.0,8.0,4.0,1.0,2.928,0.206,0.103,0.026,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
77,2020-03-29,29,3,2020,15,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-29,106.0,15.0,3.0,1.0,2.723,0.385,0.077,0.026,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
78,2020-03-28,28,3,2020,16,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-28,91.0,16.0,2.0,1.0,2.338,0.411,0.051,0.026,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
79,2020-03-27,27,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-27,75.0,0.0,1.0,0.0,1.927,0.0,0.026,0.0,,,,,,,,59.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
80,2020-03-26,26,3,2020,33,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-26,75.0,33.0,1.0,0.0,1.927,0.848,0.026,0.0,,,,,,,,59.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
81,2020-03-25,25,3,2020,2,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-25,42.0,2.0,1.0,0.0,1.079,0.051,0.026,0.0,,,,,,,,59.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
82,2020-03-24,24,3,2020,6,1,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-24,40.0,6.0,1.0,1.0,1.028,0.154,0.026,0.026,,,,,,,,50.93,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
83,2020-03-23,23,3,2020,10,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-23,34.0,10.0,0.0,0.0,0.873,0.257,0.0,0.0,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
84,2020-03-22,22,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-22,24.0,0.0,0.0,0.0,0.617,0.0,0.0,0.0,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
85,2020-03-21,21,3,2020,2,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-21,24.0,2.0,0.0,0.0,0.617,0.051,0.0,0.0,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
86,2020-03-20,20,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-20,22.0,0.0,0.0,0.0,0.565,0.0,0.0,0.0,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
87,2020-03-19,19,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-19,22.0,0.0,0.0,0.0,0.565,0.0,0.0,0.0,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
88,2020-03-18,18,3,2020,1,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-18,22.0,1.0,0.0,0.0,0.565,0.026,0.0,0.0,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
89,2020-03-17,17,3,2020,5,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-17,21.0,5.0,0.0,0.0,0.539,0.128,0.0,0.0,,,,,,,,38.89,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
90,2020-03-16,16,3,2020,6,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-16,16.0,6.0,0.0,0.0,0.411,0.154,0.0,0.0,,,,,,,,38.89,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
91,2020-03-15,15,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-03-15,10.0,3.0,0.0,0.0,0.257,0.077,0.0,0.0,,,,,,,,38.89,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
92,2020-11-03,11,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2020-08-03,8,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2020-02-03,2,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
95,2020-01-03,1,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
96,2020-02-29,29,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,AFG,Asia,Afghanistan,2020-02-29,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,,,,,,,,8.33,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
